id,date,month,category,region,channel,quantity,amount
28309,2025-04-17,apr,rent,west,online,2,1531.92
28310,2025-04-15,apr,groceries,north,in_store,4,53.24
28311,2025-04-27,apr,groceries,west,online,1,108.41
28312,2025-04-25,apr,coffee,south,online,1,6.80
28313,2025-04-03,apr,coffee,east,in_store,4,5.77
28314,2025-04-29,apr,groceries,south,online,5,93.85
28315,2025-04-22,apr,groceries,south,in_store,3,124.85
28316,2025-04-28,apr,coffee,west,in_store,2,10.77
28317,2025-04-25,apr,groceries,north,online,3,191.19
28318,2025-04-20,apr,transport,south,in_store,5,79.93
28319,2025-04-17,apr,coffee,south,in_store,1,3.72
28320,2025-04-27,apr,travel,east,in_store,5,1656.33
28321,2025-04-01,apr,utilities,south,in_store,3,391.40
28322,2025-04-08,apr,groceries,west,in_store,2,178.92
28323,2025-04-16,apr,transport,south,online,4,16.55
28324,2025-04-19,apr,groceries,north,in_store,5,73.87
28325,2025-04-11,apr,groceries,east,online,1,28.36
28326,2025-04-06,apr,dining,west,in_store,2,136.04
28327,2025-04-02,apr,coffee,south,online,2,12.45
28328,2025-04-21,apr,utilities,south,online,5,61.48
28329,2025-04-14,apr,transport,west,in_store,2,64.17
28330,2025-04-29,apr,groceries,north,online,4,83.09
28331,2025-04-15,apr,groceries,east,online,1,214.67
28332,2025-04-29,apr,groceries,east,online,5,23.48
28333,2025-04-26,apr,groceries,north,online,5,96.54
28334,2025-04-24,apr,groceries,east,in_store,5,42.38
28335,2025-04-21,apr,coffee,south,in_store,1,8.53
28336,2025-04-11,apr,dining,east,online,3,115.81
28337,2025-04-01,apr,dining,west,online,2,56.64
28338,2025-04-26,apr,coffee,east,online,3,4.97
28339,2025-04-21,apr,dining,east,online,3,169.90
28340,2025-04-24,apr,transport,south,in_store,2,44.09
28341,2025-04-21,apr,groceries,west,in_store,4,193.38
28342,2025-04-24,apr,dining,south,online,5,28.74
28343,2025-04-07,apr,utilities,east,in_store,2,219.68
28344,2025-04-04,apr,coffee,north,in_store,4,9.38
28345,2025-04-23,apr,dining,south,in_store,1,162.72
28346,2025-04-10,apr,groceries,west,in_store,1,22.65
28347,2025-04-21,apr,groceries,west,online,1,187.69
28348,2025-04-29,apr,groceries,east,in_store,5,203.77
28349,2025-04-29,apr,utilities,north,in_store,5,200.55
28350,2025-04-16,apr,coffee,north,in_store,2,5.67
28351,2025-04-19,apr,coffee,east,in_store,5,3.62
28352,2025-04-08,apr,dining,west,in_store,5,27.51
28353,2025-04-12,apr,coffee,west,in_store,2,7.54
28354,2025-04-28,apr,rent,west,in_store,2,1455.63
28355,2025-04-23,apr,transport,south,in_store,3,32.10
28356,2025-04-10,apr,utilities,north,in_store,5,108.75
28357,2025-04-09,apr,coffee,north,in_store,3,4.57
28358,2025-04-19,apr,coffee,west,in_store,4,7.45
28359,2025-04-22,apr,dining,east,in_store,4,70.25
28360,2025-04-06,apr,coffee,north,online,3,4.22
28361,2025-04-02,apr,rent,east,in_store,3,1299.27
28362,2025-04-29,apr,coffee,west,in_store,2,13.01
28363,2025-04-21,apr,transport,east,online,3,37.95
28364,2025-04-22,apr,utilities,south,online,4,92.41
28365,2025-04-22,apr,dining,west,in_store,1,49.93
28366,2025-04-19,apr,groceries,south,online,2,134.66
28367,2025-04-20,apr,rent,south,online,3,2244.90
28368,2025-04-23,apr,utilities,north,online,2,388.50
28369,2025-04-10,apr,coffee,south,in_store,5,10.62
28370,2025-04-12,apr,dining,north,in_store,5,84.50
28371,2025-04-05,apr,groceries,east,online,3,105.70
28372,2025-04-09,apr,groceries,north,online,3,194.04
28373,2025-04-07,apr,coffee,north,online,5,10.12
28374,2025-04-14,apr,dining,west,online,5,45.00
28375,2025-04-09,apr,coffee,north,online,1,13.19
28376,2025-04-27,apr,utilities,east,in_store,2,127.21
28377,2025-04-20,apr,coffee,west,online,3,4.71
28378,2025-04-07,apr,coffee,west,online,5,13.06
28379,2025-04-17,apr,dining,east,in_store,3,76.97
28380,2025-04-29,apr,transport,north,in_store,3,57.73
28381,2025-04-02,apr,utilities,east,online,1,384.17
28382,2025-04-01,apr,groceries,north,online,4,15.70
28383,2025-04-08,apr,groceries,south,in_store,1,117.96
28384,2025-04-07,apr,groceries,west,online,2,136.43
28385,2025-04-29,apr,rent,south,online,4,2525.23
28386,2025-04-03,apr,groceries,west,in_store,4,73.03
28387,2025-04-07,apr,groceries,east,online,4,42.28
28388,2025-04-07,apr,transport,west,in_store,3,53.17
28389,2025-04-17,apr,groceries,west,online,3,35.15
28390,2025-04-14,apr,groceries,north,online,2,173.12
28391,2025-04-24,apr,groceries,north,in_store,4,69.20
28392,2025-04-05,apr,groceries,west,online,3,20.98
28393,2025-04-24,apr,groceries,north,in_store,3,39.13
28394,2025-04-29,apr,utilities,east,online,5,208.28
28395,2025-04-03,apr,coffee,north,in_store,1,4.71
28396,2025-04-26,apr,coffee,east,in_store,1,10.11
28397,2025-04-22,apr,groceries,west,in_store,3,128.86
28398,2025-04-13,apr,groceries,east,online,3,166.77
28399,2025-04-29,apr,transport,west,online,1,16.47
28400,2025-04-03,apr,groceries,east,in_store,2,75.78
28401,2025-04-21,apr,groceries,east,online,4,101.68
28402,2025-04-01,apr,transport,east,in_store,2,87.13
28403,2025-04-27,apr,utilities,west,in_store,2,121.91
28404,2025-04-19,apr,groceries,west,online,1,214.78
28405,2025-04-15,apr,coffee,east,online,3,8.73
28406,2025-04-16,apr,groceries,west,online,2,45.11
28407,2025-04-19,apr,dining,south,online,2,117.33
28408,2025-04-11,apr,groceries,east,in_store,1,54.73
28409,2025-04-15,apr,rent,north,online,1,1468.08
28410,2025-04-04,apr,groceries,east,online,5,186.93
28411,2025-04-05,apr,electronics,north,in_store,5,1487.92
28412,2025-04-07,apr,coffee,north,online,1,3.58
28413,2025-04-30,apr,coffee,south,in_store,3,11.81
28414,2025-04-05,apr,utilities,west,in_store,1,168.98
28415,2025-04-06,apr,coffee,south,in_store,3,3.36
28416,2025-04-15,apr,coffee,east,online,5,12.32
28417,2025-04-30,apr,transport,west,in_store,5,49.68
28418,2025-04-24,apr,electronics,west,in_store,3,1090.86
28419,2025-04-09,apr,transport,south,online,4,52.58
28420,2025-04-04,apr,coffee,north,in_store,4,7.23
28421,2025-04-11,apr,transport,south,online,5,86.34
28422,2025-04-30,apr,coffee,west,online,5,10.72
28423,2025-04-20,apr,transport,north,in_store,1,10.36
28424,2025-04-04,apr,transport,west,online,1,38.53
28425,2025-04-20,apr,coffee,east,online,2,3.33
28426,2025-04-12,apr,coffee,south,in_store,2,12.76
28427,2025-04-25,apr,transport,east,in_store,4,60.48
28428,2025-04-19,apr,transport,north,in_store,3,62.40
28429,2025-04-02,apr,utilities,east,online,4,86.46
28430,2025-04-28,apr,coffee,east,in_store,4,5.50
28431,2025-04-20,apr,electronics,west,online,1,1700.05
28432,2025-04-23,apr,coffee,west,in_store,4,3.52
28433,2025-04-08,apr,coffee,north,online,4,8.32
28434,2025-04-25,apr,groceries,west,online,4,66.96
28435,2025-04-02,apr,groceries,north,in_store,1,122.94
28436,2025-04-15,apr,groceries,south,in_store,1,219.10
28437,2025-04-04,apr,dining,west,in_store,4,163.94
28438,2025-04-01,apr,coffee,south,in_store,3,7.73
28439,2025-04-30,apr,coffee,south,in_store,1,10.92
28440,2025-04-10,apr,groceries,south,in_store,2,209.81
28441,2025-04-03,apr,groceries,west,online,3,53.05
28442,2025-04-24,apr,groceries,east,in_store,5,126.73
28443,2025-04-15,apr,groceries,west,online,2,189.05
28444,2025-04-21,apr,transport,north,online,1,65.70
28445,2025-04-01,apr,dining,west,online,3,110.59
28446,2025-04-22,apr,groceries,south,in_store,2,36.87
28447,2025-04-21,apr,dining,west,online,2,148.37
28448,2025-04-18,apr,coffee,west,online,4,9.11
28449,2025-04-14,apr,groceries,north,in_store,4,99.26
28450,2025-04-10,apr,dining,north,online,5,161.19
28451,2025-04-19,apr,coffee,south,in_store,1,12.17
28452,2025-04-16,apr,groceries,south,online,5,50.52
28453,2025-04-02,apr,dining,south,in_store,1,159.88
28454,2025-04-06,apr,coffee,south,in_store,1,8.79
28455,2025-04-03,apr,coffee,south,online,5,12.92
28456,2025-04-30,apr,transport,north,online,5,43.29
28457,2025-04-24,apr,dining,east,in_store,2,57.61
28458,2025-04-10,apr,utilities,south,online,2,89.80
28459,2025-04-17,apr,electronics,south,online,3,666.33
28460,2025-04-06,apr,utilities,north,in_store,3,190.95
28461,2025-04-24,apr,transport,east,online,2,22.69
28462,2025-04-13,apr,coffee,east,online,4,11.45
28463,2025-04-07,apr,dining,east,in_store,1,167.29
28464,2025-04-11,apr,transport,north,in_store,4,19.77
28465,2025-04-28,apr,transport,south,online,3,41.63
28466,2025-04-25,apr,coffee,east,in_store,2,10.10
28467,2025-04-16,apr,utilities,east,in_store,4,297.28
28468,2025-04-20,apr,coffee,south,in_store,2,6.07
28469,2025-04-04,apr,groceries,west,in_store,3,38.92
28470,2025-04-26,apr,groceries,north,in_store,5,52.80
28471,2025-04-29,apr,transport,east,in_store,3,89.96
28472,2025-04-20,apr,groceries,east,online,1,90.91
28473,2025-04-10,apr,utilities,west,online,5,74.78
28474,2025-04-18,apr,groceries,west,in_store,2,169.11
28475,2025-04-05,apr,dining,north,online,1,34.68
28476,2025-04-19,apr,travel,east,in_store,5,1332.27
28477,2025-04-04,apr,groceries,east,in_store,3,186.11
28478,2025-04-26,apr,rent,south,in_store,3,1966.61
28479,2025-04-05,apr,travel,west,online,4,2970.47
28480,2025-04-15,apr,dining,north,in_store,2,130.86
28481,2025-04-01,apr,coffee,south,online,2,7.55
28482,2025-04-23,apr,electronics,east,online,2,2014.65
28483,2025-04-28,apr,coffee,south,online,5,13.48
28484,2025-04-02,apr,dining,north,online,3,12.39
28485,2025-04-23,apr,travel,east,online,1,772.28
28486,2025-04-08,apr,transport,east,online,2,80.16
28487,2025-04-08,apr,groceries,west,in_store,3,23.48
28488,2025-04-18,apr,groceries,north,online,5,132.54
28489,2025-04-18,apr,utilities,east,in_store,1,392.91
28490,2025-04-05,apr,electronics,west,online,5,146.10
28491,2025-04-12,apr,transport,west,in_store,1,94.47
28492,2025-04-21,apr,groceries,east,in_store,5,166.11
28493,2025-04-08,apr,coffee,east,in_store,4,8.53
28494,2025-04-10,apr,groceries,west,online,2,62.95
28495,2025-04-15,apr,groceries,north,online,4,116.02
28496,2025-04-08,apr,dining,south,in_store,3,88.37
28497,2025-04-06,apr,groceries,west,online,1,193.41
28498,2025-04-12,apr,electronics,east,online,2,665.44
28499,2025-04-19,apr,coffee,east,online,4,3.37
28500,2025-04-20,apr,coffee,west,online,3,6.53
28501,2025-04-14,apr,coffee,east,in_store,2,10.81
28502,2025-04-02,apr,groceries,north,in_store,2,15.44
28503,2025-04-09,apr,groceries,east,online,5,197.11
28504,2025-04-24,apr,groceries,west,in_store,4,212.43
28505,2025-04-19,apr,coffee,east,in_store,5,4.14
28506,2025-04-21,apr,groceries,north,in_store,1,192.14
28507,2025-04-09,apr,transport,south,online,3,11.30
28508,2025-04-23,apr,electronics,south,online,4,1150.32
28509,2025-04-13,apr,transport,west,in_store,5,2.43
28510,2025-04-20,apr,electronics,south,in_store,4,2031.35
28511,2025-04-06,apr,coffee,east,online,5,10.72
28512,2025-04-26,apr,electronics,north,in_store,1,1455.76
28513,2025-04-17,apr,groceries,north,in_store,5,180.63
28514,2025-04-15,apr,utilities,east,in_store,3,388.84
28515,2025-04-24,apr,groceries,south,in_store,2,144.90
28516,2025-04-01,apr,utilities,east,in_store,3,387.59
28517,2025-04-07,apr,groceries,east,online,2,159.58
28518,2025-04-05,apr,electronics,west,online,3,58.79
28519,2025-04-11,apr,transport,north,online,4,47.03
28520,2025-04-16,apr,coffee,south,online,4,13.34
28521,2025-04-13,apr,dining,south,in_store,2,75.10
28522,2025-04-04,apr,groceries,east,in_store,5,145.91
28523,2025-04-11,apr,rent,west,online,2,2424.34
28524,2025-04-16,apr,groceries,west,in_store,5,17.12
28525,2025-04-02,apr,coffee,south,online,2,6.86
28526,2025-04-24,apr,coffee,east,in_store,4,10.84
28527,2025-04-13,apr,utilities,west,in_store,5,201.02
28528,2025-04-28,apr,transport,south,in_store,1,68.72
28529,2025-04-14,apr,groceries,east,online,1,206.85
28530,2025-04-30,apr,transport,east,in_store,5,80.58
28531,2025-04-25,apr,groceries,east,in_store,2,113.65
28532,2025-04-04,apr,groceries,north,in_store,2,130.43
28533,2025-04-09,apr,groceries,east,in_store,4,20.17
28534,2025-04-11,apr,coffee,east,in_store,5,12.92
28535,2025-04-20,apr,dining,west,in_store,4,23.10
28536,2025-04-20,apr,transport,north,online,4,60.91
28537,2025-04-02,apr,dining,west,online,2,98.54
28538,2025-04-25,apr,coffee,east,online,2,6.16
28539,2025-04-12,apr,coffee,south,in_store,5,10.96
28540,2025-04-30,apr,groceries,north,in_store,1,205.20
28541,2025-04-13,apr,utilities,south,in_store,4,254.92
28542,2025-04-29,apr,groceries,south,online,4,83.06
28543,2025-04-16,apr,dining,north,online,4,178.66
28544,2025-04-04,apr,groceries,west,in_store,1,38.39
28545,2025-04-27,apr,utilities,west,in_store,1,191.07
28546,2025-04-20,apr,coffee,west,online,4,13.93
28547,2025-04-08,apr,dining,east,online,2,57.04
28548,2025-04-08,apr,groceries,west,online,2,142.85
28549,2025-04-01,apr,coffee,east,in_store,1,13.87
28550,2025-04-02,apr,coffee,west,online,4,8.77
28551,2025-04-24,apr,transport,south,online,1,69.39
28552,2025-04-06,apr,groceries,east,in_store,4,69.42
28553,2025-04-05,apr,utilities,east,in_store,3,239.12
28554,2025-04-28,apr,groceries,south,online,1,128.36
28555,2025-04-19,apr,transport,north,online,2,74.96
28556,2025-04-05,apr,travel,north,in_store,2,776.10
28557,2025-04-04,apr,dining,west,online,1,65.24
28558,2025-04-06,apr,dining,north,in_store,4,95.02
28559,2025-04-01,apr,coffee,north,in_store,3,5.92
28560,2025-04-08,apr,travel,north,in_store,4,3214.21
28561,2025-04-04,apr,transport,east,in_store,2,65.87
28562,2025-04-27,apr,dining,east,in_store,3,44.35
28563,2025-04-21,apr,dining,east,online,3,108.53
28564,2025-04-28,apr,groceries,north,in_store,4,179.41
28565,2025-04-20,apr,coffee,north,online,2,12.69
28566,2025-04-28,apr,utilities,west,online,1,320.77
28567,2025-04-04,apr,coffee,north,online,5,11.53
28568,2025-04-23,apr,dining,west,online,1,115.46
28569,2025-04-13,apr,groceries,west,in_store,3,66.77
28570,2025-04-13,apr,groceries,west,online,1,46.10
28571,2025-04-12,apr,coffee,north,in_store,5,12.62
28572,2025-04-27,apr,transport,north,in_store,1,8.18
28573,2025-04-23,apr,groceries,north,in_store,3,195.17
28574,2025-04-19,apr,electronics,east,in_store,4,1325.67
28575,2025-04-21,apr,coffee,south,online,4,5.48
28576,2025-04-25,apr,coffee,north,online,3,12.81
28577,2025-04-09,apr,coffee,east,online,3,7.04
28578,2025-04-26,apr,coffee,west,online,1,5.54
28579,2025-04-10,apr,groceries,west,online,1,104.15
28580,2025-04-09,apr,groceries,north,online,4,175.27
28581,2025-04-10,apr,groceries,west,in_store,5,208.01
28582,2025-04-29,apr,groceries,west,online,4,192.88
28583,2025-04-28,apr,coffee,west,in_store,4,6.93
28584,2025-04-10,apr,utilities,north,in_store,3,271.46
28585,2025-04-06,apr,dining,south,in_store,2,95.08
28586,2025-04-24,apr,groceries,south,online,2,139.60
28587,2025-04-27,apr,utilities,south,in_store,4,276.61
28588,2025-04-11,apr,groceries,east,online,4,117.54
28589,2025-04-01,apr,electronics,south,online,2,1465.74
28590,2025-04-28,apr,coffee,south,in_store,1,6.78
28591,2025-04-23,apr,groceries,north,in_store,2,76.13
28592,2025-04-27,apr,groceries,south,online,3,48.22
28593,2025-04-16,apr,utilities,east,in_store,3,350.87
28594,2025-04-20,apr,transport,east,online,3,55.13
28595,2025-04-17,apr,electronics,north,in_store,1,1307.99
28596,2025-04-06,apr,electronics,east,in_store,3,1749.84
28597,2025-04-27,apr,groceries,east,online,2,50.08
28598,2025-04-20,apr,dining,west,in_store,2,152.32
28599,2025-04-17,apr,groceries,west,in_store,5,44.24
28600,2025-04-17,apr,groceries,south,in_store,1,90.74
28601,2025-04-16,apr,transport,east,in_store,5,28.16
28602,2025-04-13,apr,dining,south,in_store,5,100.19
28603,2025-04-14,apr,utilities,north,in_store,3,332.25
28604,2025-04-07,apr,groceries,west,online,4,136.88
28605,2025-04-15,apr,electronics,west,in_store,5,1316.42
28606,2025-04-16,apr,transport,south,online,5,83.03
28607,2025-04-15,apr,groceries,east,online,2,141.06
28608,2025-04-02,apr,groceries,west,online,5,33.96
28609,2025-04-27,apr,groceries,north,in_store,2,205.09
28610,2025-04-17,apr,groceries,south,in_store,4,14.77
28611,2025-04-03,apr,groceries,south,online,2,78.39
28612,2025-04-12,apr,utilities,west,in_store,3,131.14
28613,2025-04-11,apr,coffee,east,in_store,3,9.34
28614,2025-04-30,apr,coffee,south,online,2,12.37
28615,2025-04-26,apr,transport,south,online,2,41.97
28616,2025-04-02,apr,dining,west,online,1,145.91
28617,2025-04-10,apr,groceries,south,in_store,3,70.73
28618,2025-04-18,apr,groceries,north,in_store,4,170.57
28619,2025-04-11,apr,coffee,south,in_store,1,10.79
28620,2025-04-03,apr,groceries,south,online,5,113.41
28621,2025-04-06,apr,transport,west,in_store,1,24.45
28622,2025-04-02,apr,groceries,west,in_store,2,127.79
28623,2025-04-03,apr,transport,east,in_store,3,63.35
28624,2025-04-06,apr,transport,north,in_store,5,26.65
28625,2025-04-20,apr,coffee,south,online,5,11.38
28626,2025-04-28,apr,transport,east,in_store,1,3.96
28627,2025-04-17,apr,coffee,north,online,2,13.93
28628,2025-04-11,apr,utilities,south,in_store,5,188.66
28629,2025-04-28,apr,coffee,north,online,2,8.31
28630,2025-04-07,apr,groceries,east,online,3,137.14
28631,2025-04-20,apr,coffee,north,in_store,1,3.50
28632,2025-04-24,apr,transport,west,online,3,44.22
28633,2025-04-01,apr,transport,north,in_store,1,10.59
28634,2025-04-11,apr,coffee,south,in_store,4,4.45
28635,2025-04-20,apr,electronics,east,in_store,5,1798.10
28636,2025-04-04,apr,dining,east,online,5,165.41
28637,2025-04-07,apr,dining,north,online,4,102.52
28638,2025-04-24,apr,electronics,north,online,5,750.68
28639,2025-04-02,apr,coffee,north,in_store,3,5.64
28640,2025-04-13,apr,rent,west,online,3,1520.35
28641,2025-04-21,apr,transport,south,online,4,92.54
28642,2025-04-24,apr,transport,south,online,1,55.14
28643,2025-04-25,apr,utilities,south,in_store,4,305.72
28644,2025-04-07,apr,groceries,south,in_store,3,98.08
28645,2025-04-02,apr,coffee,east,in_store,3,6.05
28646,2025-04-19,apr,groceries,north,online,5,195.44
28647,2025-04-27,apr,groceries,west,in_store,1,216.80
28648,2025-04-21,apr,groceries,east,in_store,3,70.32
28649,2025-04-29,apr,groceries,south,in_store,5,203.59
28650,2025-04-14,apr,coffee,west,in_store,1,10.73
28651,2025-04-24,apr,groceries,west,in_store,5,141.76
28652,2025-04-11,apr,dining,west,in_store,5,122.39
28653,2025-04-04,apr,groceries,north,in_store,3,54.66
28654,2025-04-27,apr,travel,north,online,4,3776.72
28655,2025-04-09,apr,utilities,north,online,1,256.98
28656,2025-04-10,apr,utilities,south,online,1,416.69
28657,2025-04-09,apr,transport,south,online,4,41.12
28658,2025-04-03,apr,coffee,west,online,3,7.78
28659,2025-04-04,apr,transport,south,in_store,5,60.83
28660,2025-04-19,apr,dining,north,in_store,2,66.41
28661,2025-04-19,apr,groceries,south,in_store,5,85.54
28662,2025-04-22,apr,utilities,north,in_store,3,378.24
28663,2025-04-03,apr,dining,west,online,4,172.09
28664,2025-04-23,apr,groceries,east,in_store,4,144.33
28665,2025-04-04,apr,groceries,east,in_store,5,164.48
28666,2025-04-24,apr,dining,west,in_store,5,98.24
28667,2025-04-15,apr,electronics,north,in_store,4,978.35
28668,2025-04-27,apr,transport,north,online,2,94.20
28669,2025-04-17,apr,dining,east,online,2,110.98
28670,2025-04-02,apr,rent,south,in_store,4,1543.20
28671,2025-04-08,apr,coffee,south,online,5,11.29
28672,2025-04-28,apr,electronics,south,online,5,257.20
28673,2025-04-18,apr,electronics,west,in_store,4,1818.15
28674,2025-04-19,apr,groceries,west,in_store,5,16.98
28675,2025-04-12,apr,coffee,west,in_store,2,9.95
